33 005 970700 09 001 010300 4
33 019 975500 09 001 010300 4
33 009 961000 09 001 011100 15
33 011 018500 09 001 020100 4
33 013 032500 09 001 020100 4
33 009 960600 09 001 035100 4
33 013 039000 09 001 042700 10
33 011 019000 09 001 045102 4
33 009 960600 09 001 045300 4
33 003 955800 09 001 070600 4
33 019 975600 09 001 072500 4
33 019 975500 09 001 081300 4
33 013 040500 09 001 090700 4
33 011 010302 09 001 100100 10
33 013 003100 09 001 110100 4
33 013 042500 09 001 110100 4
33 011 010301 09 001 205300 4
33 011 000102 09 001 210400 4
33 011 002100 09 001 210400 4
33 019 975500 09 001 210400 4
33 005 970100 09 001 210500 4
33 019 975200 09 001 210500 4
33 005 971300 09 001 230200 10
33 001 965400 09 001 230400 4
33 001 966400 09 003 400100 4
33 003 956300 09 003 400100 4
33 011 002902 09 003 400100 10
33 017 080500 09 003 400100 4
33 009 960900 09 003 400300 4
33 009 960200 09 003 415500 4
33 015 101100 09 003 417100 4
33 009 960900 09 003 430601 4
33 003 955800 09 003 462201 4
33 011 022000 09 003 466101 4
33 005 971000 09 003 470100 10
33 009 961300 09 003 470100 4
33 007 950200 09 003 471500 4
33 011 011401 09 003 471500 15
33 019 975200 09 003 471500 4
33 005 971500 09 003 476100 15
33 005 970500 09 003 476300 10
33 009 960800 09 003 476300 4
33 011 010800 09 003 476300 15
33 005 970700 09 003 477102 4
33 001 965100 09 003 480500 4
33 003 955100 09 003 480600 4
33 011 011000 09 003 487300 4
33 001 965100 09 003 494201 4
33 015 051000 09 003 496100 4
33 011 010200 09 003 496500 4
33 005 971500 09 003 497100 4
33 011 025000 09 003 497300 4
33 013 040500 09 003 497300 4
33 015 103100 09 003 497300 10
33 015 003800 09 003 497400 10
33 005 971500 09 003 502100 4
33 011 011402 09 003 502100 15
33 015 069700 09 003 502100 4
33 017 081600 09 003 502100 10
33 005 970900 09 003 502500 15
33 013 003002 09 003 503200 10
33 015 102100 09 003 503200 4
33 005 970100 09 003 510300 4
33 005 970400 09 003 510400 4
33 007 950100 09 003 510500 4
33 001 965100 09 003 520300 4
33 011 010301 09 005 310100 10
33 011 002800 09 005 310601 15
33 013 040500 09 005 360200 4
33 009 961000 09 005 360400 4
33 005 970100 09 007 542000 4
33 003 955900 09 007 560100 4
33 003 955600 09 007 560100 4
33 003 955900 09 007 580100 10
33 003 956100 09 007 585100 10
33 001 965400 09 007 590100 4
33 005 970400 09 009 140200 4
33 005 971600 09 009 140300 4
33 019 975100 09 009 140600 4
33 011 001100 09 009 140900 10
33 009 960400 09 009 141400 4
33 009 960800 09 009 141700 4
33 011 017100 09 009 150100 10
33 007 950900 09 009 150500 4
33 019 975500 09 009 150600 4
33 019 975500 09 009 157100 4
33 017 084100 09 009 165400 4
33 015 102100 09 009 165500 4
33 005 970400 09 009 167202 4
33 011 017100 09 009 167300 10
33 001 965200 09 009 171200 4
33 015 100400 09 009 171200 4
33 001 966400 09 009 171600 10
33 013 038000 09 009 175400 4
33 017 080500 09 009 184700 4
33 019 975600 09 009 190303 4
33 005 970100 09 009 194100 4
33 019 975600 09 009 347100 4
33 015 053000 09 009 347200 4
33 013 040500 09 009 352300 4
33 015 100400 09 009 352300 4
33 005 970700 09 011 690200 4
33 017 085000 09 011 690500 4
33 015 055001 09 011 690700 10
33 019 975400 09 011 690700 4
33 017 081600 09 011 696200 4
33 019 975200 09 011 696200 4
33 007 950100 09 011 696300 4
33 011 025000 09 011 701100 4
33 003 956400 09 011 702500 4
33 007 950600 09 011 702600 10
33 011 015200 09 011 702600 4
33 003 955800 09 011 702700 4
33 017 084400 09 011 703100 4
33 017 086000 09 011 705400 4
33 015 100100 09 011 710100 15
33 011 011200 09 013 530100 4
33 005 970200 09 013 881500 4
33 009 961000 09 015 800300 4
33 001 965100 09 015 903200 4
33 009 961000 09 015 904400 10
33 009 960300 09 015 905100 4
33 007 950800 23 001 010100 4
33 001 965800 23 001 010200 4
33 007 951100 23 001 010700 4
33 011 002700 23 001 020100 4
33 017 081600 23 001 020200 4
33 003 955800 23 001 041000 4
33 001 965600 23 005 000300 4
33 003 955800 23 005 000300 4
33 003 956100 23 005 000300 10
33 011 014202 23 005 000300 4
33 013 038500 23 005 000300 4
33 015 056000 23 005 000300 10
33 015 060000 23 005 000300 4
33 015 061001 23 005 000300 10
33 015 062500 23 005 000300 4
33 015 067000 23 005 000300 15
33 015 067501 23 005 000300 4
33 015 067502 23 005 000300 10
33 015 069200 23 005 000300 4
33 015 071000 23 005 000300 10
33 017 087000 23 005 000300 10
33 003 955500 23 005 000600 4
33 007 950800 23 005 000600 4
33 011 016201 23 005 000600 10
33 015 069700 23 005 000600 4
33 017 088500 23 005 000600 4
33 017 080500 23 005 001000 20
33 003 955300 23 005 001300 4
33 015 059000 23 005 001300 4
33 017 081200 23 005 001300 4
33 003 956000 23 005 001900 10
33 013 003200 23 005 002001 4
33 015 061002 23 005 002001 10
33 003 955100 23 005 002002 4
33 003 955800 23 005 002002 4
33 003 955900 23 005 002002 4
33 015 066000 23 005 002002 4
33 015 069300 23 005 002002 4
33 017 088000 23 005 002002 10
33 017 088500 23 005 002002 4
33 003 955500 23 005 002102 4
33 015 071000 23 005 002102 10
33 017 080500 23 005 002102 4
33 017 081500 23 005 002102 10
33 015 068500 23 005 002200 4
33 015 106102 23 005 002200 10
33 007 950900 23 005 002300 4
33 015 071000 23 005 002300 10
33 017 082000 23 005 002300 4
33 015 069100 23 005 002501 4
33 003 955800 23 005 002600 4
33 001 966000 23 005 002800 4
33 007 950700 23 005 002800 4
33 015 067000 23 005 002800 4
33 003 955800 23 005 002900 4
33 007 950700 23 005 002900 4
